Date,Payload_weight,Total_distance_miles,Avg_traffic_congestion,Avg_temp,Avg_Precipitation,Avg_snow,vehicle_type,Origin_depot,Destination_depot,Avg_Speed_mph,Distance_highway,Distance_city,dispatch_time,total_payload,Fuel_consumed_gallons(Target Variable),Fuel_efficiency
16-08-2023,9.68,187,Medium,high,high,High,MAN TGX 18.400,Manchester,Cardiff,45,149,37,night,7.04,35.68750937,5.239928572
09-10-2023,9.68,219,High,medium,high,Low,IVECO EuroCargo ml180e28,Glasgow,Liverpool,49,175,43,night,12.32,35.77000452,6.122448206
26-05-2023,11.44,351,Medium,medium,high,Medium,MAN TGM 18.250,Manchester,Aberdeen,42,280,70,noon,7.04,35.77804388,9.810486039
01-07-2023,12.32,290,Medium,medium,high,Low,VOLVO FL 420,Birmingham,Glasgow,34,232,58,noon,10.56,36.13541263,8.025368438
28-10-2023,8.8,290,Medium,low,high,Low,VOLVO FH 520,Glasgow,Birmingham,58,232,58,morning,10.56,36.17933723,8.015625
09-08-2023,10.56,290,Low,medium,high,Low,VOLVO FH 520,Birmingham,Glasgow,46,232,58,noon,8.8,36.17933723,8.015625
24-08-2023,10.56,194,Low,low,medium,Low,MAN TGX 18.400,Cardiff,Manchester,35,155,38,morning,11.44,36.2025465,5.35873906
31-05-2023,8.8,351,Low,medium,high,Low,VOLVO FL 420,Manchester,Aberdeen,57,280,70,morning,8.8,36.21079858,9.693241071
02-01-2024,10.56,196,Medium,high,low,High,IVECO EuroCargo ml180e28,London,Leeds,42,156,39,morning,8.8,36.27178378,5.403649327
27-08-2023,12.32,197,Low,low,medium,Medium,SCANIA R 450,Leeds,London,39,157,39,noon,9.68,36.34201137,5.420723636
27-04-2023,10.56,212,Low,high,low,Low,MAN TGX 18.400,London,Liverpool,59,169,42,noon,8.8,36.43724696,5.818222223
03-11-2023,8.8,396,Low,high,low,Medium,MAN TGM 18.250,Cardiff,Glasgow,54,316,79,night,12.32,36.44121548,10.86681645
15-02-2023,10.56,212,High,low,high,Low,IVECO EuroCargo ml180e28,London,Liverpool,51,169,42,night,10.56,36.46417435,5.81392569
29-09-2023,9.68,205,Medium,medium,medium,High,SCANIA R 450,Cardiff,Liverpool,45,164,41,morning,12.32,36.5357839,5.610937501
13-02-2023,9.68,219,Low,low,low,High,IVECO EuroCargo ml180e28,Glasgow,Liverpool,40,175,43,night,10.56,36.56489351,5.989351506
01-02-2024,12.32,201,Medium,high,low,Low,DAF XF 105.510,Manchester,London,59,160,40,noon,7.04,36.59139702,5.493094453
26-08-2023,12.32,219,Medium,low,medium,Low,SCANIA R 450,Glasgow,Liverpool,47,175,43,morning,11.44,36.7761509,5.954946199
06-12-2023,12.32,201,Low,high,high,Medium,IVECO EuroCargo ml180e28,London,Manchester,39,160,40,night,10.56,36.78025467,5.464888751
27-11-2023,11.44,290,Medium,medium,low,High,VOLVO FL 420,Birmingham,Glasgow,40,232,58,night,10.56,36.9384218,7.850903906
11-03-2023,7.04,351,Medium,low,low,Medium,MAN TGM 18.250,Manchester,Aberdeen,34,280,70,night,10.56,36.94471922,9.500681218
19-02-2023,10.56,290,Low,low,high,High,IVECO NP 460,Birmingham,Glasgow,45,232,58,morning,12.32,37.29828581,7.775156249
15-03-2023,12.32,187,High,high,high,Medium,DAF XF 105.510,Manchester,Cardiff,49,149,37,noon,12.32,37.37006961,5.004004594
07-01-2024,7.04,205,High,medium,low,High,IVECO EuroCargo ml180e28,Cardiff,Liverpool,60,164,41,morning,12.32,37.40654067,5.480325
20-05-2023,12.32,196,Low,high,low,High,MAN TGX 18.400,London,Leeds,42,156,39,noon,9.68,37.42690058,5.236875001
03-02-2024,11.44,216,Low,low,high,Low,SCANIA R 450,Glasgow,Manchester,32,172,43,morning,7.04,37.48501689,5.762302326
13-10-2023,11.44,216,High,low,low,Low,SCANIA R 450,Glasgow,Manchester,45,172,43,morning,10.56,37.48501689,5.762302326
10-06-2023,8.8,199,High,medium,low,Medium,MAN TGX 18.400,Liverpool,Cardiff,47,159,39,morning,10.56,37.53646908,5.301510901
07-02-2024,12.32,224,Medium,medium,low,Low,SCANIA R 450,Glasgow,Leeds,51,179,44,morning,12.32,37.62036671,5.954221598
02-02-2024,10.56,224,Medium,medium,high,Low,SCANIA R 450,Leeds,Glasgow,44,179,44,morning,8.8,37.62036671,5.954221598
05-08-2023,11.44,224,Medium,high,medium,Low,SCANIA R 450,Glasgow,Leeds,43,179,44,noon,8.8,37.62036671,5.954221598
13-07-2023,10.56,219,Low,low,high,Low,MAN TGX 18.400,Glasgow,Liverpool,44,175,43,night,9.68,37.62483131,5.820624103
03-08-2023,10.56,205,Low,medium,medium,Medium,MAN TGX 18.400,Cardiff,Liverpool,56,164,41,noon,12.32,37.67192121,5.44171875
04-12-2023,12.32,205,High,medium,low,Medium,IVECO EuroCargo ml180e28,Cardiff,Liverpool,51,164,41,morning,9.68,37.69976103,5.437700251
07-01-2024,7.04,205,Medium,medium,high,Medium,IVECO EuroCargo ml180e28,Cardiff,Liverpool,35,164,41,night,11.44,37.69976103,5.437700251
04-04-2023,12.32,205,High,high,medium,Medium,IVECO EuroCargo ml180e28,Cardiff,Liverpool,47,164,41,night,10.56,37.69976103,5.437700251
26-12-2023,9.68,199,Low,high,low,Medium,DAF XF 105.510,Liverpool,Cardiff,39,159,39,night,12.32,37.76889304,5.268886218
11-01-2024,9.68,290,Medium,medium,high,Low,SCANIA G 460,Glasgow,Birmingham,30,232,58,morning,12.32,37.81285246,7.66935
29-09-2023,7.04,403,Low,high,low,Low,MAN TGM 18.250,London,Glasgow,38,322,80,night,12.32,37.88146577,10.6384479
05-08-2023,8.8,199,Medium,high,medium,High,MAN TGX 18.400,Liverpool,Cardiff,60,159,39,noon,7.04,37.96671165,5.241433649
25-06-2023,10.56,219,High,low,low,Low,SCANIA R 450,Glasgow,Liverpool,50,175,43,night,10.56,37.97537322,5.766895265
31-08-2023,10.56,219,High,low,medium,Low,SCANIA R 450,Liverpool,Glasgow,41,175,43,morning,10.56,37.97537322,5.766895265
19-03-2023,12.32,199,High,low,medium,High,IVECO EuroCargo ml180e28,Liverpool,Cardiff,49,159,39,morning,12.32,37.99476933,5.237563052
23-12-2023,11.44,196,Medium,medium,low,Medium,SCANIA R 450,London,Leeds,32,156,39,noon,9.68,38.07171173,5.148179346
21-12-2023,11.44,187,High,low,high,Low,DAF XF 105.510,Manchester,Cardiff,32,149,37,noon,8.8,38.18246242,4.897536412
11-11-2023,11.44,194,Medium,medium,high,Low,DAF XF 105.510,Cardiff,Manchester,38,155,38,night,9.68,38.34390618,5.059474095
25-01-2024,10.56,349,High,high,high,High,MAN TGM 18.250,Aberdeen,Manchester,50,279,69,morning,7.04,38.34553982,9.101449651
24-04-2023,11.44,212,Medium,medium,medium,Low,MAN TGX 18.400,London,Liverpool,60,169,42,morning,7.04,38.3549968,5.527311112
20-04-2023,9.68,219,Low,low,low,Medium,SCANIA R 450,Glasgow,Liverpool,37,175,43,morning,10.56,38.37936655,5.706191104
24-05-2023,8.8,194,High,high,low,High,DAF XF 105.510,Cardiff,Manchester,47,155,38,noon,9.68,38.45041703,5.045458931
17-09-2023,9.68,423,Medium,medium,low,Low,MAN TGM 18.250,Aberdeen,Birmingham,59,338,84,morning,10.56,38.51091142,10.9839
11-05-2023,10.56,213,Medium,medium,medium,Low,MAN TGX 18.400,Liverpool,London,46,170,42,noon,11.44,38.52546346,5.52881084
16-10-2023,10.56,351,Low,high,low,High,MAN TGM 18.250,Manchester,Aberdeen,38,280,70,morning,7.04,38.58670674,9.096396911
03-01-2024,10.56,351,Low,high,high,High,MAN TGM 18.250,Manchester,Aberdeen,37,280,70,morning,8.8,38.58670674,9.096396911
01-06-2023,8.8,352,Low,high,high,Medium,VOLVO FL 420,Liverpool,Aberdeen,51,281,70,night,12.32,38.62531041,9.11319537
14-12-2023,11.44,390,High,low,high,Low,MAN TGM 18.250,Glasgow,Cardiff,59,312,78,morning,8.8,38.69695448,10.0783125
19-12-2023,10.56,224,Low,medium,medium,Low,DAF XF 105.510,Leeds,Glasgow,57,179,44,night,8.8,38.72684808,5.784100982
18-01-2024,8.8,224,Medium,medium,medium,Low,DAF XF 105.510,Leeds,Glasgow,51,179,44,night,9.68,38.72684808,5.784100982
24-09-2023,7.04,201,Medium,low,low,High,SCANIA R 450,London,Manchester,30,160,40,night,7.04,38.7442035,5.187872813
10-04-2023,8.8,219,Medium,medium,medium,High,SCANIA R 450,Glasgow,Liverpool,40,175,43,night,9.68,38.8192704,5.641527977
03-10-2023,7.04,216,Low,high,low,High,MAN TGX 18.400,Glasgow,Manchester,51,172,43,night,8.8,39.2022792,5.509883721
29-10-2023,10.56,194,Medium,medium,low,High,SCANIA R 450,Cardiff,Manchester,37,155,38,night,11.44,39.31771967,4.934162043
11-12-2023,7.04,290,Medium,low,high,Low,VOLVO FH 520,Birmingham,Glasgow,34,232,58,noon,7.04,39.32536656,7.374374999
03-06-2023,12.32,290,Low,medium,high,Low,VOLVO FH 520,Glasgow,Birmingham,38,232,58,noon,8.8,39.32536656,7.374374999
17-07-2023,12.32,224,Low,high,low,High,IVECO EuroCargo ml180e28,Leeds,Glasgow,56,179,44,morning,8.8,39.37290504,5.689191584
11-09-2023,7.04,217,Low,high,low,High,MAN TGX 18.400,Manchester,Glasgow,42,173,43,morning,10.56,39.37321937,5.511360348
22-08-2023,8.8,217,Low,low,low,High,IVECO EuroCargo ml180e28,Manchester,Glasgow,34,173,43,morning,12.32,39.40231647,5.507290419
06-10-2023,9.68,349,Low,high,low,Low,DAF XG 530,Aberdeen,Manchester,41,279,69,noon,11.44,39.4261424,8.85199461
20-04-2023,7.04,216,Medium,medium,high,Medium,MAN TGX 18.400,Glasgow,Manchester,53,172,43,noon,9.68,39.5095759,5.46702907
27-02-2023,9.68,216,Medium,high,high,Medium,MAN TGX 18.400,Glasgow,Manchester,59,172,43,noon,9.68,39.5095759,5.46702907
24-01-2024,10.56,219,Medium,high,low,Low,MAN TGX 18.400,Liverpool,Glasgow,42,175,43,morning,7.04,39.60508559,5.529592898
27-02-2023,10.56,219,Medium,high,high,Low,MAN TGX 18.400,Liverpool,Glasgow,60,175,43,morning,7.04,39.60508559,5.529592898
10-02-2024,10.56,205,Medium,medium,high,Medium,MAN TGX 18.400,Cardiff,Liverpool,45,164,41,morning,12.32,39.65465391,5.169632812
30-12-2023,11.44,290,High,low,low,Low,IVECO NP 460,Glasgow,Birmingham,30,232,58,night,8.8,39.66027555,7.3121025
04-11-2023,10.56,205,High,low,high,High,SCANIA R 450,Cardiff,Liverpool,46,164,41,morning,11.44,39.71280859,5.1620625
28-11-2023,8.8,219,Low,low,low,High,MAN TGX 18.400,Liverpool,Glasgow,58,175,43,noon,10.56,39.71509972,5.514275466
29-05-2023,9.68,219,Low,high,medium,High,MAN TGX 18.400,Liverpool,Glasgow,54,175,43,noon,8.8,39.71509972,5.514275466
27-05-2023,9.68,352,Low,low,high,Low,DAF XG 530,Aberdeen,Liverpool,53,281,70,morning,10.56,39.78037549,8.848584149
25-04-2023,12.32,219,Medium,low,high,Low,DAF XF 105.510,Glasgow,Liverpool,40,175,43,noon,8.8,39.85031832,5.495564634
09-02-2024,8.8,290,High,low,low,High,SCANIA G 460,Glasgow,Birmingham,59,232,58,noon,11.44,39.91356648,7.265700001
21-10-2023,8.8,219,Low,high,high,High,DAF XF 105.510,Liverpool,Glasgow,58,175,43,morning,12.32,39.96101365,5.480341463
17-09-2023,8.8,201,High,low,high,High,SCANIA R 450,London,Manchester,35,160,40,noon,12.32,40.00760144,5.024045251
24-04-2023,12.32,290,High,medium,high,Medium,DAF XG 530,Birmingham,Glasgow,42,232,58,noon,12.32,40.01269575,7.247699625
11-08-2023,10.56,224,Medium,low,low,Medium,SCANIA R 450,Leeds,Glasgow,56,179,44,night,10.56,40.02166671,5.596968303
28-08-2023,12.32,197,High,high,low,Low,DAF XF 105.510,Leeds,London,32,157,39,morning,12.32,40.23597301,4.896116218
31-05-2023,11.44,227,Low,low,low,High,SCANIA R 450,Leeds,Cardiff,59,181,45,morning,10.56,40.267335,5.637323652
28-12-2023,7.04,357,Low,medium,low,Low,DAF XG 530,Leeds,Aberdeen,46,285,71,night,10.56,40.34714842,8.848208956
02-09-2023,10.56,216,High,medium,high,Low,MAN TGX 18.400,Glasgow,Manchester,53,172,43,noon,10.56,40.36847973,5.350709302
01-12-2023,7.04,197,High,high,low,Medium,MAN TGX 18.400,Leeds,London,36,157,39,morning,11.44,40.41377518,4.874575541
17-09-2023,10.56,290,Medium,low,low,Medium,VOLVO FH 520,Glasgow,Birmingham,45,232,58,noon,10.56,40.5143754,7.157953125
23-06-2023,8.8,423,Low,high,high,High,MAN TGM 18.250,Aberdeen,Birmingham,59,338,84,noon,8.8,40.6504065,10.4058
03-01-2024,10.56,224,Medium,medium,low,Low,DAF XF 105.510,Glasgow,Leeds,55,179,44,morning,7.04,40.76510324,5.494895933
22-07-2023,12.32,201,Medium,high,high,High,SCANIA R 450,London,Manchester,30,160,40,noon,11.44,40.78337211,4.928479172
24-01-2024,10.56,224,Low,high,medium,Medium,MAN TGX 18.400,Leeds,Glasgow,53,179,44,night,11.44,40.94524363,5.470720898
06-06-2023,9.68,205,Medium,high,low,Medium,MAN TGX 18.400,Cardiff,Liverpool,31,164,41,night,11.44,40.94774045,5.00638125
18-10-2023,11.44,233,Low,high,medium,High,IVECO EuroCargo ml180e28,Cardiff,Leeds,49,186,46,morning,8.8,40.97432754,5.686487466
12-09-2023,11.44,404,Medium,medium,high,Medium,MAN TGM 18.250,Glasgow,London,56,323,80,morning,10.56,41.17669514,9.811375066
20-10-2023,11.44,224,Low,low,high,Medium,DAF XF 105.510,Glasgow,Leeds,58,179,44,morning,12.32,41.19877455,5.437054923
03-03-2023,8.8,224,Medium,high,high,Medium,DAF XF 105.510,Leeds,Glasgow,46,179,44,night,10.56,41.19877455,5.437054923
09-01-2024,8.8,351,Low,medium,high,Low,VOLVO FH 520,Manchester,Aberdeen,58,280,70,morning,10.56,41.48148148,8.461607143
11-03-2023,10.56,199,High,high,low,High,DAF XF 105.510,Liverpool,Cardiff,56,159,39,noon,11.44,41.52369527,4.792444379
17-03-2023,11.44,349,High,medium,low,High,MAN TGM 18.250,Aberdeen,Manchester,34,279,69,morning,12.32,41.67993459,8.373333678
31-12-2023,11.44,351,Low,low,high,Low,DAF XG 530,Manchester,Aberdeen,42,280,70,night,7.04,41.76221638,8.404726339
19-01-2024,10.56,351,Low,low,low,Low,DAF XG 530,Manchester,Aberdeen,42,280,70,morning,9.68,41.76221638,8.404726339
23-11-2023,11.44,217,Medium,low,medium,Medium,MAN TGX 18.400,Manchester,Glasgow,53,173,43,noon,8.8,41.77037477,5.195069501
26-02-2023,12.32,224,High,high,low,Low,MAN TGX 18.400,Leeds,Glasgow,51,179,44,morning,8.8,41.83535762,5.354322581
12-10-2023,9.68,352,Medium,high,low,Low,DAF XG 530,Aberdeen,Liverpool,57,281,70,morning,8.8,41.87407946,8.406154942
25-02-2023,7.04,352,High,medium,low,Low,IVECO NP 460,Aberdeen,Liverpool,56,281,70,noon,7.04,41.9468101,8.391579697
10-02-2024,7.04,352,Low,medium,high,Medium,VOLVO FL 420,Liverpool,Aberdeen,36,281,70,night,11.44,41.98403306,8.384139739
14-03-2023,11.44,352,High,medium,low,High,MAN TGM 18.250,Aberdeen,Liverpool,34,281,70,morning,8.8,42.05441738,8.370107635
05-08-2023,10.56,205,High,high,medium,Low,DAF XF 105.510,Cardiff,Liverpool,39,164,41,night,11.44,42.09696698,4.869709499
23-03-2023,12.32,396,Medium,medium,high,High,MAN TGM 18.250,Cardiff,Glasgow,56,316,79,morning,12.32,42.17265934,9.389969857
26-08-2023,7.04,351,Low,high,low,Medium,DAF XG 530,Manchester,Aberdeen,43,280,70,noon,12.32,42.20649528,8.316255535
16-09-2023,12.32,201,Medium,medium,low,Medium,DAF XF 105.510,London,Manchester,38,160,40,morning,11.44,42.3119762,4.750428083
04-08-2023,10.56,233,Medium,medium,medium,Low,SCANIA R 450,Cardiff,Leeds,39,186,46,noon,7.04,42.55489984,5.475280188
12-06-2023,10.56,233,Low,medium,medium,Medium,MAN TGX 18.400,Cardiff,Leeds,41,186,46,noon,10.56,42.6106182,5.46812062
15-03-2023,10.56,351,Medium,low,low,Low,IVECO NP 460,Manchester,Aberdeen,50,280,70,morning,9.68,42.64595292,8.230558259
26-03-2023,9.68,351,Low,low,low,High,IVECO NP 460,Manchester,Aberdeen,45,280,70,morning,10.56,42.7644139,8.207758928
28-11-2023,10.56,423,Low,high,medium,High,MAN TGM 18.250,Aberdeen,Birmingham,43,338,84,morning,8.8,42.78990158,9.885510001
20-01-2024,7.04,217,Low,high,low,High,MAN TGX 18.400,Manchester,Glasgow,31,173,43,night,8.8,42.79697758,5.070451519
08-02-2024,8.8,390,Low,low,medium,Medium,VOLVO FL 420,Glasgow,Cardiff,57,312,78,noon,8.8,42.92465485,9.0856875
01-07-2023,8.8,357,Medium,low,medium,High,VOLVO FL 420,Aberdeen,Leeds,59,285,71,noon,10.56,43.07027943,8.288778358
29-09-2023,10.56,224,Medium,medium,low,Medium,MAN TGX 18.400,Leeds,Glasgow,46,179,44,morning,11.44,43.10025646,5.197184852
13-12-2023,10.56,224,Medium,high,high,Medium,MAN TGX 18.400,Leeds,Glasgow,41,179,44,noon,10.56,43.10025646,5.197184852
12-08-2023,11.44,224,Medium,high,high,Medium,IVECO EuroCargo ml180e28,Leeds,Glasgow,30,179,44,noon,10.56,43.13210786,5.193346931
15-04-2023,9.68,290,High,high,low,High,DAF XG 530,Glasgow,Birmingham,31,232,58,noon,10.56,43.15378902,6.7201515
23-03-2023,11.44,349,Low,low,medium,Low,VOLVO FH 520,Aberdeen,Manchester,58,279,69,morning,12.32,43.39181287,8.042991913
29-11-2023,9.68,227,Medium,low,low,High,IVECO EuroCargo ml180e28,Leeds,Cardiff,34,181,45,morning,9.68,43.39686923,5.230792083
02-06-2023,8.8,357,Low,low,low,High,IVECO NP 460,Aberdeen,Leeds,43,285,71,morning,11.44,43.48988163,8.208805971
05-07-2023,10.56,396,High,high,high,High,MAN TGM 18.250,Cardiff,Glasgow,53,316,79,morning,8.8,43.54785475,9.093444494
28-07-2023,7.04,290,Medium,low,high,High,VOLVO FH 520,Glasgow,Birmingham,35,232,58,morning,12.32,43.69485173,6.6369375
19-05-2023,12.32,227,High,low,high,High,SCANIA R 450,Leeds,Cardiff,51,181,45,noon,8.8,43.7688424,5.186337759
15-11-2023,7.04,219,Medium,high,low,Medium,DAF XF 105.510,Glasgow,Liverpool,38,175,43,noon,9.68,43.77636725,5.002699259
14-01-2024,10.56,217,Medium,medium,high,High,DAF XF 105.510,Manchester,Glasgow,53,173,43,night,10.56,43.89697108,4.943393466
29-08-2023,11.44,227,Medium,low,high,Medium,DAF XF 105.510,Leeds,Cardiff,48,181,45,noon,10.56,43.97536577,5.161980941
23-04-2023,10.56,351,High,medium,medium,Low,IVECO NP 460,Manchester,Aberdeen,48,280,70,noon,8.8,44.03658182,7.970645892
19-01-2024,11.44,224,Medium,low,medium,Low,MAN TGX 18.400,Leeds,Glasgow,38,179,44,noon,9.68,44.03721855,5.086606452
15-02-2023,9.68,357,High,low,low,Low,SCANIA G 460,Leeds,Aberdeen,55,285,71,noon,8.8,44.08986746,8.097098507
21-08-2023,10.56,352,High,high,high,Medium,VOLVO FL 420,Aberdeen,Liverpool,58,281,70,morning,11.44,44.19371901,7.964932753
09-01-2024,10.56,357,Low,medium,low,Low,VOLVO FH 520,Aberdeen,Leeds,58,285,71,noon,7.04,44.40545809,8.039552239
12-12-2023,10.56,224,High,medium,medium,Medium,MAN TGX 18.400,Glasgow,Leeds,41,179,44,noon,10.56,44.5056996,5.033063226
05-06-2023,7.04,352,Low,high,medium,Medium,IVECO NP 460,Aberdeen,Liverpool,34,281,70,morning,9.68,44.62426606,7.888084916
07-09-2023,10.56,357,Medium,low,low,Low,DAF XG 530,Aberdeen,Leeds,47,285,71,morning,7.04,44.70598163,7.985508583
23-09-2023,10.56,352,Low,high,high,Medium,SCANIA G 460,Liverpool,Aberdeen,51,281,70,night,11.44,44.78485721,7.859799538
20-06-2023,7.04,352,Medium,high,low,Medium,SCANIA G 460,Aberdeen,Liverpool,56,281,70,night,7.04,44.78485721,7.859799538
16-08-2023,12.32,216,High,low,low,High,MAN TGX 18.400,Glasgow,Manchester,46,172,43,morning,8.8,44.85386636,4.815638373
06-11-2023,11.44,227,Medium,low,low,Low,DAF XF 105.510,Leeds,Cardiff,31,181,45,morning,10.56,44.93135198,5.05215156
30-09-2023,10.56,357,Medium,high,medium,Low,SCANIA G 460,Leeds,Aberdeen,42,285,71,noon,11.44,44.94479564,7.943077611
22-04-2023,10.56,217,High,high,high,High,MAN TGX 18.400,Manchester,Glasgow,51,173,43,noon,10.56,45.04945008,4.816928944
12-11-2023,12.32,352,High,medium,medium,Low,VOLVO FL 420,Liverpool,Aberdeen,39,281,70,noon,12.32,45.15445203,7.795466099
28-04-2023,11.44,224,Medium,high,low,High,DAF XF 105.510,Leeds,Glasgow,53,179,44,morning,8.8,45.29455916,4.945406339
21-01-2024,10.56,349,Low,high,high,Low,SCANIA G 460,Aberdeen,Manchester,32,279,69,night,9.68,45.35097498,7.695534664
25-06-2023,10.56,224,Medium,high,high,High,SCANIA R 450,Leeds,Glasgow,38,179,44,night,8.8,45.43522549,4.930095484
16-06-2023,11.44,216,Medium,medium,low,Medium,DAF XF 105.510,Glasgow,Manchester,38,172,43,noon,10.56,45.48537442,4.748779201
07-01-2024,10.56,219,High,high,low,High,DAF XF 105.510,Glasgow,Liverpool,45,175,43,noon,9.68,45.72198358,4.789818439
03-06-2023,10.56,352,High,high,high,Low,SCANIA G 460,Aberdeen,Liverpool,60,281,70,noon,12.32,45.75844107,7.692569759
27-02-2023,9.68,357,Medium,medium,medium,High,IVECO NP 460,Aberdeen,Leeds,55,285,71,noon,12.32,45.77882277,7.798365672
01-12-2023,11.44,219,Medium,high,medium,Medium,DAF XF 105.510,Glasgow,Liverpool,38,175,43,morning,11.44,46.08038658,4.752564296
02-06-2023,8.8,352,Medium,medium,low,High,VOLVO FL 420,Aberdeen,Liverpool,31,281,70,noon,9.68,46.1578843,7.625999444
24-06-2023,10.56,352,Low,high,medium,High,VOLVO FL 420,Aberdeen,Liverpool,35,281,70,night,8.8,46.1578843,7.625999444
06-02-2024,9.68,349,High,high,low,High,IVECO NP 460,Aberdeen,Manchester,54,279,69,noon,8.8,46.19253947,7.555332614
21-01-2024,11.44,224,Low,low,low,High,MAN TGX 18.400,Leeds,Glasgow,30,179,44,night,11.44,46.48373069,4.818890323
08-08-2023,12.32,290,Low,low,medium,Low,SCANIA R 450,Glasgow,Birmingham,47,232,58,night,10.56,46.51629073,6.234375
16-05-2023,11.44,224,High,medium,low,High,IVECO EuroCargo ml180e28,Leeds,Glasgow,37,179,44,night,9.68,46.51808251,4.815331757
29-01-2024,11.44,352,Low,medium,high,High,SCANIA G 460,Aberdeen,Liverpool,47,281,70,morning,11.44,46.77529531,7.525339983
07-09-2023,7.04,396,Low,medium,high,Low,VOLVO FH 520,Cardiff,Glasgow,59,316,79,night,8.8,46.81481481,8.45886076
20-09-2023,10.56,357,High,high,low,High,VOLVO FL 420,Leeds,Aberdeen,57,285,71,noon,8.8,46.81552112,7.625676089
30-01-2024,10.56,224,High,high,medium,High,SCANIA R 450,Leeds,Glasgow,32,179,44,morning,10.56,46.91680893,4.774408258
15-09-2023,9.68,219,High,medium,high,High,MAN TGX 18.400,Glasgow,Liverpool,31,175,43,noon,8.8,46.92237679,4.667282755
23-04-2023,7.04,352,High,high,high,Low,DAF XG 530,Aberdeen,Liverpool,33,281,70,night,10.56,46.99949845,7.489441624
15-11-2023,11.44,349,Medium,medium,medium,High,IVECO NP 460,Aberdeen,Manchester,47,279,69,morning,10.56,47.08823968,7.411617049
12-02-2023,11.44,357,Low,medium,low,High,DAF XG 530,Leeds,Aberdeen,51,285,71,noon,11.44,47.18964728,7.565218657
12-08-2023,12.32,396,Low,medium,medium,High,VOLVO FL 420,Cardiff,Glasgow,47,316,79,night,11.44,47.79704407,8.285031171
04-07-2023,10.56,403,Low,high,high,Low,DAF XG 530,London,Glasgow,46,322,80,night,7.04,47.95197345,8.404242224
01-07-2023,11.44,403,Low,high,medium,Low,SCANIA G 460,London,Glasgow,40,322,80,night,7.04,48.20812716,8.359586313
18-09-2023,8.8,349,Medium,low,medium,High,VOLVO FH 520,Aberdeen,Manchester,40,279,69,morning,9.68,48.21312541,7.238692722
11-04-2023,7.04,349,Medium,medium,high,Medium,SCANIA G 460,Aberdeen,Manchester,32,279,69,morning,11.44,48.24571807,7.233802583
06-02-2024,12.32,357,High,medium,low,Low,VOLVO FH 520,Leeds,Aberdeen,41,285,71,night,9.68,48.26680227,7.39638806
05-02-2024,7.04,403,Low,medium,high,Medium,DAF XG 530,London,Glasgow,44,322,80,morning,8.8,48.46210083,8.315776516
13-06-2023,12.32,352,Low,medium,medium,High,VOLVO FH 520,Aberdeen,Liverpool,60,281,70,night,11.44,48.64630713,7.235903828
01-04-2023,7.04,352,Medium,high,low,High,VOLVO FH 520,Liverpool,Aberdeen,59,281,70,morning,9.68,48.64630713,7.235903828
23-10-2023,12.32,351,Medium,low,high,Medium,VOLVO FH 520,Manchester,Aberdeen,49,280,70,morning,7.04,48.89665997,7.178404419
04-05-2023,12.32,352,Medium,high,high,High,DAF XG 530,Aberdeen,Liverpool,56,281,70,morning,10.56,48.97553153,7.187262476
26-08-2023,10.56,352,Medium,medium,low,Medium,VOLVO FH 520,Aberdeen,Liverpool,44,281,70,noon,11.44,49.02763316,7.179624577
25-06-2023,10.56,396,Low,high,medium,Low,VOLVO FH 520,Cardiff,Glasgow,52,316,79,noon,11.44,49.27875244,8.035917721
16-06-2023,12.32,390,Medium,medium,high,High,VOLVO FL 420,Glasgow,Cardiff,59,312,78,night,11.44,49.67580863,7.850903906
21-10-2023,7.04,403,High,high,low,Low,SCANIA G 460,London,Glasgow,60,322,80,night,12.32,49.7801313,8.095599378
04-11-2023,9.68,396,Low,low,low,High,SCANIA G 460,Cardiff,Glasgow,48,316,79,noon,7.04,50.01582779,7.917493671
06-12-2023,11.44,349,High,medium,high,Medium,VOLVO FH 520,Aberdeen,Manchester,58,279,69,noon,10.56,50.17554679,6.955579407
23-03-2023,10.56,396,Low,medium,medium,Medium,SCANIA G 460,Cardiff,Glasgow,40,316,79,night,10.56,50.40788915,7.855913165
11-09-2023,8.8,537,High,low,low,Low,MAN TGM 18.250,London,Aberdeen,54,429,107,morning,10.56,50.51843997,10.62978192
30-01-2024,10.56,290,High,medium,medium,Low,SCANIA R 450,Glasgow,Birmingham,40,232,58,night,8.8,50.56118557,5.735625
24-01-2024,7.04,403,Low,low,high,High,DAF XG 530,London,Glasgow,54,322,80,noon,10.56,50.61597198,7.961913685
23-08-2023,10.56,352,High,high,high,Medium,VOLVO FH 520,Aberdeen,Liverpool,59,281,70,noon,11.44,50.62636033,6.95289959
08-11-2023,12.32,352,Low,low,low,Medium,VOLVO FH 520,Liverpool,Aberdeen,37,281,70,noon,10.56,50.62636033,6.95289959
20-08-2023,10.56,352,Low,low,medium,High,SCANIA G 460,Aberdeen,Liverpool,33,281,70,morning,9.68,50.8427123,6.923312783
18-10-2023,8.8,357,High,low,low,High,VOLVO FH 520,Aberdeen,Leeds,52,285,71,night,9.68,50.94829129,7.007104477
26-12-2023,10.56,423,Medium,high,low,Medium,VOLVO FL 420,Birmingham,Aberdeen,50,338,84,morning,9.68,51.44921874,8.221699189
22-03-2023,10.56,357,High,medium,high,High,SCANIA G 460,Leeds,Aberdeen,44,285,71,noon,10.56,51.56709644,6.923019224
